X,y,std_dev
33300,258.3,146.85710742078507
33350,266.3,164.5029179072517
33400,254.8,155.24226228704606
33450,224.4,151.75124381697833
33500,188.7,127.8609009822784
33550,186.6,129.40880959192847
33600,254.8,174.58052583263688
33650,233.4,168.9024570573205
33700,175.6,123.2105514962091
33750,225.1,151.684178476201
33800,297.5,174.59911225432964
33850,287.5,183.84137183996424
33900,287.7,183.92066224326183
33950,281.3,186.01723038471465
34000,250.8,175.75141535703207
34050,250.6,175.8727949399793
34100,193.2,141.19617558560148
34150,221.8,150.9501904602972
34200,248.1,153.6603071713707
34250,236.9,145.1285292421859
34300,229.6,152.63564459194976
34350,246.8,179.41727898951095
34400,245.9,179.24310307512533
34450,253.1,173.0805881663221
34500,260.1,168.51258113268577
34550,238.4,159.0227656658002
34600,210.0,128.36899937290156
34650,224.6,153.45044802801976
34700,222.1,134.0063058217784
34750,208.5,147.17965212623653
34800,184.6,110.46737074810824
34850,196.0,126.73752404083015
34900,202.4,116.52656349519623
34950,216.4,133.5958083174768
35000,174.7,97.5551638817751
35050,213.4,147.86493837282725
35100,240.6,154.03454158077662
35150,226.4,142.95467813261658
35200,260.8,168.26217637960113
35250,239.4,161.2260524853226
35300,222.4,158.26193477902387
35350,196.3,134.44035852377067
35400,249.7,176.076716234714
35450,280.3,183.76455044431177
35500,277.4,180.35808825777679
35550,286.1,176.26199249980127
35600,222.7,156.5937738225885
35650,229.5,157.49809522657728
35700,246.7,169.4237586644801
35750,235.5,153.89168268623226
35800,249.3,166.14695302653013
35850,203.1,131.51764140220882
35900,196.6,128.1524092633455
35950,216.6,157.7708464831193
36000,236.9,162.44165106277396
36050,262.2,167.57732543515544
36100,270.4,172.72764688954692
36150,299.4,175.23994978314732
36200,269.1,169.6434201494417
